nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
창메이커,헬레나,원거리딜러,준비된 한 발,전세역전,전장의 열기,S 커스드 어빌리티,유니크,E 위어리 아이즈,유니크,S 치프 리서처,유니크,S 마더스 듀티,유니크,S 숨겨둔 그리움,유니크,E 이기적인 선택,유니크,활성화 레포트,레어,앰플샷 솔루션,레어,체스터 더블버거,레어,케미스트 스프린터 ,레어,케미스트 파이크 ,레어,솔리드 스위퍼,레어,포인트 임팩트,언커먼,S 간절한 바람,유니크,포인트 차트,레어,케미컬 레그람,레어,False,56,13,7,13,66582,32070,190,233,20610,6300,16,27,1225,46,274,195,0,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
ㅡ고양이ㅇㅅㅇ,호타루,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 아마테라스,유니크,S 백연 비천무,유니크,S 아카 토리노,유니크,S 팔문괘장,유니크,S 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 카무이,레어,폭연 인법첩,레어,체스터 더블버거,레어,폭연 스프린터,레어,이펙트 이펙션,레어,폭연 타즈,레어,트론 통신기 A1 ,언커먼,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,48,4,7,21,30876,42010,122,214,17250,4500,19,19,1225,34,403,231,0,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
치폴,테이,근거리딜러,속전속결,전세역전,급소 가격,E 호사수구,유니크,E 용주,유니크,S 의금지영,유니크,E 백낙일고,유니크,S 공명수죽백,유니크,S 극세척도,유니크,암영 타이클립,레어,SB흑풍각 루차,레어,체스터 더블버거,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,하드스킨 버스터,레어,E 붉은 반그림자,유니크,SB무영격 데브,레어,도주지부,유니크,False,59,11,8,8,34623,25100,91,129,22530,6200,42,37,1225,26,571,294,0,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
수다쟁이무지,티엔,탱커,불굴의 의지,재생의 숨결,최후의 저항,S 흑룡 벽산장,유니크,S 황랑 토신,유니크,S 흑패왕 복호,유니크,E 금모 호파,유니크,E 백경파 정문,유니크,S 외파 흑단화,유니크,진각 레그람,레어,파죽 레그람,레어,첼시 콜라 V,레어,엑셀레이션,레어,승천룡 파이크 ,레어,승천룡 타즈 ,레어,하드스킨 버스터,레어,E 황금룡 청환,유니크,발경 레그람,레어,무흔 경수환,레어,False,53,3,5,12,15809,46014,242,328,15500,3000,20,10,1225,53,432,163,1,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
l칼,루이스,근거리딜러,급소 가격,재생의 숨결,거인 사냥꾼,E 아이스 에이지,유니크,E 윈터 크루제이드,유니크,E 프로즌 시티,유니크,E 아이스 토퀴즈 ,유니크,E 절대영도,유니크,E 크리스탈 크랙 ,유니크,빙산 라이픈 E,언커먼,리볼버 파이몬,레어,빈대떡,레어,런업 스프린터,레어,넬스 파워트림,언커먼,베링거 터틀본,언커먼,영구동토 맥시머,레어,E 프로즌 하트,유니크,냉각 스파니 E,언커먼,프로즌 브레이크,유니크,False,61,4,11,5,25504,49371,102,131,18140,1800,19,31,1225,15,155,390,1,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
응난근딜,케니스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 격변의 시대,유니크,E 완벽한 후계자,유니크,E 비질란테,유니크,E 이상적인 리더,유니크,E 꿈꾸는 자,유니크,E 인헤리터,유니크,스파우트 네임카드,레어,SB피크 루차,레어,체인지 스파클링,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,래피드 임팩트,언커먼,E 소울즈 앵커,유니크,래피드 네임카드,레어,자유의 갈망,유니크,False,60,13,7,9,58047,32689,146,181,19660,3200,38,22,1225,64,264,292,1,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
화곡동빨간망사,이사벨,원거리딜러,충동 구매,전장의 학살자,전장의 열기,E 미스트랄 헤세드,유니크,E 티타니아 케테르,유니크,E 님프 티페레트,유니크,E 다프네 호드,유니크,E 픽시 네차흐,유니크,E 엘븐 예소드,유니크,엘븐 바그,레어,바흐브 하임,레어,페어리즘 스파클링 ,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,파흐페 맥시머,레어,E 스프라이트 비나,유니크,DB라흐크 데브,레어,미라쥬 테일,유니크,False,53,6,8,10,35237,28801,88,126,17780,3400,29,16,1225,10,221,283,1,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
말못할사정이있어,캐럴,원거리딜러,충동 구매,전장의 학살자,전장의 열기,S 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,S 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,스노우 엑셀,레어,스노우 파이크 ,레어,닷지 실피드,레어,프로스트 임팩트,언커먼,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,59,6,6,10,42692,26785,172,197,18840,3300,11,34,1225,48,317,202,1,3778bcb18659bd26486c6368818b0e7425deb18ce9bd29374a0f3dcccbb70eb5,리버포드
ㅡ염라ㅡ,레베카,탱커,불굴의 의지,치유 증폭기,최후의 저항,E 베른 스트레이트,유니크,E 슈바이츠 프라이드,유니크,E 에실로프,유니크,RA이터널 이멀젼,레어,E 스폴리 인터라켄,유니크,E 루이너스 스탠스,유니크,스트라이커-더킹,레어,테라듀 레그람,레어,아이언 스파클링 ,레어,아이언 스프린터,레어,파이크 이펙션,레어,닷지 실피드,레어,T1 통신기,언커먼,아이언 헨스 L,언커먼,롤링 메이웨더,레어,서치 워런트,유니크,False,30,0,11,1,11541,58178,274,321,8790,1900,4,10,883,19,112,225,0,4e6a87c522672c62cd008bb9402745e1a0297a50e7d0da495d17c2fc4b32c9d7,브리스톨
LovlilIy,웨슬리,원거리딜러,전장의 학살자,치유 증폭기,전장의 열기,E 마인 익스프레스,유니크,E 퀘이크 프론,유니크,E 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,S 전쟁의 시작,유니크,폭풍의 카밋 T,언커먼,구급의 할파스,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,긴급구조 임팩트,언커먼,E 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,36,2,5,7,26797,15289,100,150,12250,2800,13,16,883,26,448,115,0,4e6a87c522672c62cd008bb9402745e1a0297a50e7d0da495d17c2fc4b32c9d7,브리스톨
Chivalry,마틴,서포터,코인 은행,할인 판매,협동 공격,E 마스터 마인드,유니크,사이트 인베스트 ,레어,S 루브르 디텍터,유니크,S 메즈메리즘,유니크,E 솔로스 인듀서,유니크,S 데인저러스 플롯 ,유니크,와이어 컨트롤,레어,힙노시스 스팟,레어,마인드 스파클링 ,레어,런업 스프린터,레어,마인드 이펙트,레어,마인드 타즈 ,레어,최면 임팩트,언커먼,E 멘탈리스트,유니크,SB마리오넷 데브,레어,임포스 사일런서,유니크,False,38,2,8,2,8144,35717,125,233,10460,910,4,6,915,20,140,222,0,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
카휘,제레온,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,E 로열 히페리온,유니크,E 템플러 소린,유니크,E 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 자이프,레어,SB프렐류드 루차,레어,로열 스파클링 ,레어,로열 엑셀,레어,로열 파이크,레어,솔리드 스위퍼,레어,템페스트 임팩트,언커먼,S 바요넷 브랜디쉬,유니크,템페스트 자이프,레어,임페리얼 나이트,유니크,False,42,6,7,1,20823,30349,99,138,12080,1100,23,15,915,20,238,241,0,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
전기과에이스,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,S 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,스노우 엑셀,레어,스노우 이펙트 ,레어,스테민 터틀,레어,눈보라 맥시머,레어,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,48,0,4,3,12438,15857,65,90,13700,1400,19,37,915,18,368,110,0,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
닉넴다있대뭐하냐,루시,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,E 작장중무,유니크,E 연보소말,유니크,낙화유수 결의,레어,반월 결의,레어,체스터 더블버거,레어,댄싱 스프린터 ,레어,댄싱 파이크 ,레어,댄싱 타즈 ,레어,비단향꽃무 맥시머,레어,E 적월선,유니크,화무십일홍 결의,레어,절세가인,유니크,False,37,3,9,2,22118,29263,86,146,11840,1500,11,16,915,29,155,226,0,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
가네샤,트릭시,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 이머전시 네이팜,유니크,S 포가튼 메모리,유니크,E 시니컬 하트,유니크,S 아이언 플루토,유니크,E 크리티컬 디시전,유니크,E 싱크로니시티,유니크,SB쐐기 루인,레어,왈츠 벨제브,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,시니컬 임팩트,언커먼,E 오버 프레셔,유니크,이젝션 벨제브,레어,파티클 액셀,유니크,False,42,1,11,3,23905,34213,88,134,13260,2000,21,18,915,14,138,350,0,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
dijs,케니스,근거리딜러,거인 사냥꾼,전세역전,최후의 일격,S 격변의 시대,유니크,E 완벽한 후계자,유니크,S 비질란테,유니크,S 이상적인 리더,유니크,E 꿈꾸는 자,유니크,E 인헤리터,유니크,스파우트 네임카드,레어,SB피크 루차,레어,체인지 스파클링,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,래피드 임팩트,언커먼,E 소울즈 앵커,유니크,SB래피드 데브,레어,자유의 갈망,유니크,False,61,11,2,11,44154,15722,89,123,20430,2700,39,36,915,27,674,28,1,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
화곡동빨간망사,엘프리데,원거리딜러,충동 구매,전장의 학살자,전장의 열기,S 결정적 순간,유니크,E 감춰진 시선,유니크,S 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 페인트북,레어,페이트 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,데블스 레그람,레어,정해진 운명,유니크,False,61,9,2,13,32203,12671,61,103,19190,2900,29,30,915,220,416,57,1,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
환상살to사슴,플로리안,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 빼앗은 증표,유니크,E 나르시시즘,유니크,E 영원한 소년,유니크,E 프레데터,유니크,E 에고 디펜스,유니크,S 스포일드 차일드,유니크,늪지대 이어링,레어,섭취 써스트,레어,디시브 스파클링 ,레어,런업 스프린터,레어,디시브 파이크 ,레어,디시브 플래쉬 ,레어,PS 레이더 R4,언커먼,E 거짓된 관계,유니크,줄기 레그람,레어,탐욕의 권화,유니크,False,36,1,1,20,9387,23306,143,221,12710,3100,8,5,915,346,552,17,1,b16737d07128139c4b802c36d93461c9988f076a67a228f74dec7597ea2ded42,메트로폴리스
새벽에비오는날,호타루,탱커,최후의 저항,할인 판매,불굴의 의지,E 아마테라스,유니크,S 백연 비천무,유니크,S 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 레그람,레어,폭연 레그람,레어,폭연 스파클링,레어,폭연 스프린터,레어,폭연 파이크,레어,폭연 타즈,레어,T2 통신기,언커먼,S 시노비모지,유니크,비연폭 카무이,레어,환영분신 레그람,레어,False,44,4,5,12,26731,28664,216,285,12750,1990,19,12,890,40,294,137,0,ae55d07a1a011488399f7cc666bb2934f1b3be9290f18512cba7f2f5e3687fe3,스프링필드
화곡동빨간망사,이글,근거리딜러,속전속결,전세역전,전장의 학살자,E 브리닝 슈나이더,유니크,S 스크라이 쇼크 ,유니크,E 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 엘리고스,레어,그랜드소드-뇌안,레어,라이트 스파클링 ,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,초승달 임팩트,언커먼,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,43,8,7,5,26799,23139,117,192,13530,2000,23,15,890,20,190,212,0,ae55d07a1a011488399f7cc666bb2934f1b3be9290f18512cba7f2f5e3687fe3,스프링필드
서연냥,캐럴,원거리딜러,태세전환,회피 사격,전장의 열기,S 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,런업 스프린터,레어,가락엿,레어,솔리드 스위퍼,레어,T1 통신기,언커먼,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,40,3,3,3,13686,6988,34,51,11770,900,1,8,438,36,163,133,0,ae55d07a1a011488399f7cc666bb2934f1b3be9290f18512cba7f2f5e3687fe3,스프링필드
LASIX,릭,서포터,협동 공격,신경쇠약,부서진 갑옷,E 익스트림 웨이,유니크,E 렌터 레거시,유니크,E 투어리스터,유니크,E 퍼페츄얼 타임,유니크,E 패스파인더,유니크,E 롱기스트 저니,유니크,링크 베이글,레어,데스 액세서리,레어,첼시 와일드콜라,언커먼,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,E 연결된 시간,유니크,코스믹 로스팅,레어,월드 타임,유니크,False,35,2,8,12,27644,27215,197,239,10970,1800,5,7,890,13,209,212,0,ae55d07a1a011488399f7cc666bb2934f1b3be9290f18512cba7f2f5e3687fe3,스프링필드
치간짜오,엘프리데,원거리딜러,준비된 한 발,사냥꾼의 본능,완벽주의자,S 결정적 순간,유니크,S 감춰진 시선,유니크,E 오버 필링,유니크,S 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 페인트북,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,페이트 타즈,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,SB데블스 데브,레어,정해진 운명,유니크,False,45,5,6,5,27334,30513,162,210,14490,3000,17,26,902,18,278,219,0,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
화곡동빨간망사,케니스,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,S 격변의 시대,유니크,E 완벽한 후계자,유니크,S 비질란테,유니크,S 이상적인 리더,유니크,E 꿈꾸는 자,유니크,E 인헤리터,유니크,스파우트 레그람,레어,피크 레더백,레어,체인지 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,스웰 맥시머,레어,S 소울즈 앵커,유니크,래피드 네임카드,레어,자유의 갈망,유니크,False,39,3,9,2,17834,30704,85,120,12790,2800,27,12,902,9,137,250,0,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
dkfjei,플로리안,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 빼앗은 증표,유니크,E 나르시시즘,유니크,E 영원한 소년,유니크,RA퍼시스턴트,레어,E 에고 디펜스,유니크,S 스포일드 차일드,유니크,늪지대 이어링,레어,섭취 레그람,레어,첼시 콜라 V,레어,런업 스프린터,레어,디시브 파이크 ,레어,닷지 실피드,레어,PS 레이더 R4,언커먼,E 거짓된 관계,유니크,줄기 레그람,레어,탐욕의 권화,유니크,False,31,1,7,2,7674,36608,237,332,9990,2700,7,5,902,62,231,162,0,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
김뺙뺙이,파수꾼 A,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,고요한 포획,레어,E 피어싱 아이즈,유니크,버니 허거,레어,S 짜여진 각본,유니크,S 하빈저,유니크,S 에고이스트,유니크,클로 에델슈타인,레어,크로우 편지함,레어,레이븐 스파클링,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,크로우 임팩트,언커먼,S 잔혹한 모략가,유니크,시프트 바이알,레어,그라시아 에피칵스,유니크,False,43,6,7,6,38624,20910,226,194,15890,3900,19,22,902,19,260,236,0,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
707베이비영철,도일,근거리딜러,속전속결,할인 판매,최후의 일격,E 크래쉬 다운,유니크,E 하드워크 버밍험,유니크,E 디스트로이어,유니크,E 타로우 ,유니크,E 진보적 파괴,유니크,E 하드 불도저 ,유니크,실버볼트-근육,레어,회전의 이포스,레어,체스터 더블버거,레어,리세스 스프린터,레어,해머 이펙트 ,레어,솔리드 스위퍼,레어,S펀치 맥시머,레어,S 클리런스 스페셜,유니크,캐논어퍼 이포스,레어,골드스패너-펀치,레어,False,46,2,9,6,14944,25939,71,123,14670,2210,22,11,902,18,113,270,0,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
두루미,클레어,원거리딜러,준비된 한 발,사냥꾼의 본능,완전한 성장,E 천사의 한숨,유니크,E 아이비리그,유니크,E 리스키 스펙트럼 ,유니크,E 써쿨러 아미스트 ,유니크,E 승리의 기원,유니크,S 환호의 출발 ,유니크,블링걸-블링크,레어,분광의 살로스,레어,키스 스파클링 ,레어,빛의 스프린터 ,레어,빛의 이펙트 ,레어,솔리드 스위퍼,레어,클렌징빔 임팩트,언커먼,S 슈팅 스타,유니크,클렌징빔 살로스,레어,레이저 피에스타,유니크,False,53,9,2,9,37473,14242,101,97,18540,3800,14,43,902,120,399,80,1,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
셀트리온,에바,탱커,최후의 저항,전세역전,선봉장,S 트랜센던트 그립,유니크,S 모험의 전율,유니크,S 기간틱 타이푼,유니크,S 끊임없는 도전,유니크,E 그래플링 테크닉,유니크,S 나의 공격리듬은!,유니크,브레이킹 레그람,레어,스파이어 레그람,레어,파이터 스파클링 ,레어,파이터 스프린터 ,레어,이펙트 이펙션,레어,황색 다식,레어,T2 통신기,언커먼,E 무도가의 자세,유니크,슈타이너 레그람,레어,로제타 스톤,유니크,False,38,1,4,11,9635,26752,248,344,10860,2400,7,3,902,67,433,61,1,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
계류색,피터,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 장난스런 손짓,유니크,E 인빌트 아이어,유니크,FA라이크 머츄얼,레어,E 누나의 사랑,유니크,E 즐거운 장난,유니크,E 마지막 동심,유니크,스탬프 니바스,레어,클린업 퍼시 B,언커먼,체스터 버거,언커먼,스피드 파워업,언커먼,파이크 이펙션,레어,베링거 닷지넬S,언커먼,T2 통신기,언커먼,E 신기한 블랙홀,유니크,스쿨 스파니 E,언커먼,코스믹 호러,유니크,False,61,14,3,11,42669,20182,172,198,18480,2000,22,24,902,178,467,72,1,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
머섯일이고,루드빅,탱커,최후의 저항,두 번째 수호자,전선 유지,E 비틀린 생명,유니크,E 아이러니 글로우,유니크,E 포식자의 인내,유니크,E 왜곡된 태양,유니크,S 캄 프레데터,유니크,E 짓밟는 환희,유니크,블레이저 레그람,레어,빛표적 레그람,레어,플래시 스파클링 ,레어,브라이트 스프린터 ,레어,브라이트 파이크 ,레어,솔리드 스위퍼,레어,플래시 임팩트,언커먼,S 일몰의 파편,유니크,플래시 라펠핀,레어,루인 스펙트럼,유니크,False,37,5,3,15,26547,24123,195,302,14260,4700,15,5,902,34,571,41,1,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
케인인,로라스,근거리딜러,속전속결,전세역전,거인 사냥꾼,E 에이션트 드래곤,유니크,E 투도르 드라군,유니크,E 아마듀라스,유니크,E 토너먼트 라비타 ,유니크,E 토너먼트 샬러릿,유니크,E 팔아므,유니크,SB 심판의 케노,언커먼,투창 아가레스,레어,드래곤 스파클링 ,레어,드래곤 스프린터 ,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,투창1식 임팩트,언커먼,E 인테그리 드라군,유니크,나선창 스파니 C,언커먼,골드니토 프레스,유니크,False,53,8,5,9,28350,21111,91,143,18020,2900,39,15,902,34,596,115,1,9ac2611d61787ff8797288a9ddff3aa6cfd0580cf414644312ec2276c1ff51a5,리버포드
치간짜오,티샤,서포터,코인 은행,할인 판매,근육 손상,E 사로잡는 손길,유니크,E 가로막힌 시선,유니크,S 하트브로큰,유니크,S 체인드 드림,유니크,S 루나틱 하이스트,유니크,S 아름다운 속박,유니크,몽환충 프라우드,레어,위스퍼 디그니티,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,하디스트 스위퍼,레어,몽환충 임팩트,언커먼,S 악마의 반쪽,유니크,DB 스피릿 디페,언커먼,엔들리스 카프트 C,언커먼,False,37,1,7,6,22207,27400,174,225,11060,1400,16,13,741,21,301,179,0,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
두루미,클레어,원거리딜러,준비된 한 발,사냥꾼의 본능,완전한 성장,E 천사의 한숨,유니크,E 아이비리그,유니크,E 리스키 스펙트럼 ,유니크,E 써쿨러 아미스트 ,유니크,E 승리의 기원,유니크,S 환호의 출발 ,유니크,블링걸-블링크,레어,분광의 살로스,레어,키스 스파클링 ,레어,빛의 스프린터 ,레어,빛의 이펙트 ,레어,솔리드 스위퍼,레어,클렌징빔 임팩트,언커먼,S 슈팅 스타,유니크,클렌징빔 살로스,레어,레이저 피에스타,유니크,False,37,5,7,2,26685,26606,125,168,11700,2100,4,24,741,14,236,190,0,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
계류색,루시,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,E 작장중무,유니크,E 연보소말,유니크,낙화 라이픈 E,언커먼,반월 청옥석,레어,체스터 버거,언커먼,스피드 파워업,언커먼,넬스 크리민S,언커먼,스테민 닷지,레어,T2 통신기,언커먼,E 적월선,유니크,화무 글리머,언커먼,절세가인,유니크,False,33,2,6,2,13053,19276,72,130,9800,1700,12,15,741,24,294,115,0,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
화곡동빨간망사,케니스,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,S 격변의 시대,유니크,E 완벽한 후계자,유니크,S 비질란테,유니크,S 이상적인 리더,유니크,E 꿈꾸는 자,유니크,E 인헤리터,유니크,스파우트 레그람,레어,피크 레더백,레어,체인지 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,스웰 맥시머,레어,S 소울즈 앵커,유니크,래피드 네임카드,레어,자유의 갈망,유니크,False,36,2,4,0,12155,12893,40,49,9790,600,1,1,312,5,62,154,0,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
Florilly,라이언,탱커,전투 태세,단단한 피부,선봉장,S 크리티컬 블로우,유니크,E 끔찍한 기억,유니크,E 아름다운 지평선,유니크,S 헤카톤케이레스,유니크,E 디펜시브 엔드,유니크,S 오후의 죽음,유니크,블리츠 레그람,레어,블로킹 레그람,레어,스톤 스파클링,레어,런업 스프린터,레어,스톤 파이크,레어,스톤 플래쉬 ,레어,인사이트 엔진T7 ,언커먼,골드 보타이,레어,스매시 부토니에,레어,오지 않을 미래,유니크,False,27,1,8,1,8355,43591,167,233,7900,1800,8,3,741,43,176,150,0,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
셀트리온,에바,탱커,최후의 저항,전세역전,선봉장,S 트랜센던트 그립,유니크,S 모험의 전율,유니크,S 기간틱 타이푼,유니크,S 끊임없는 도전,유니크,E 그래플링 테크닉,유니크,S 나의 공격리듬은!,유니크,브레이킹 레그람,레어,스파이어 레그람,레어,파이터 스파클링 ,레어,파이터 스프린터 ,레어,이펙트 이펙션,레어,황색 다식,레어,T2 통신기,언커먼,E 무도가의 자세,유니크,슈타이너 레그람,레어,로제타 스톤,유니크,False,32,2,4,8,12350,36155,228,288,10430,3100,10,1,741,10,455,99,1,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
머섯일이고,루드빅,탱커,최후의 저항,두 번째 수호자,전선 유지,E 비틀린 생명,유니크,E 아이러니 글로우,유니크,E 포식자의 인내,유니크,E 왜곡된 태양,유니크,S 캄 프레데터,유니크,E 짓밟는 환희,유니크,블레이저 레그람,레어,빛표적 레그람,레어,플래시 스파클링 ,레어,브라이트 스프린터 ,레어,브라이트 파이크 ,레어,솔리드 스위퍼,레어,플래시 임팩트,언커먼,S 일몰의 파편,유니크,플래시 라펠핀,레어,루인 스펙트럼,유니크,False,44,3,1,12,12059,15280,134,190,13270,2600,8,13,592,138,404,39,1,a87afb5cdcf6ed592bd516242c043842e7452fc9869a6f3bf86d600828613273,그랑플람 아시아 지부
